Gair,lemma,tag,pymusas,synset,lemma,tag,pymusas_1
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydr,brwydr,E,"['X8+', 'G3', 'E3-']"
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",ymladdwyd,ymladd,B,"['S8-', 'X8+', 'E3-', 'G1.2']"
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrai,brwydro,B,"['S8-', 'X8+', 'E3-', 'G1.2']"
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",mrwydr,brwydr,E,"['X8+', 'G3', 'E3-']"
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrau,brwydr,E,"['X8+', 'G3', 'E3-']"
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",frwydr,brwydr,E,"['X8+', 'G3', 'E3-']"
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydyr,brwydyr,unk,['Z99']
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrant,brwydro,B,"['S8-', 'X8+', 'E3-', 'G1.2']"
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwyr,brwydrwyr,unk,['Z99']
pwll,pwll,E,['S1.1.2+'],bwll,pwll,E,['S1.1.2+']
pwll,pwll,E,['S1.1.2+'],mhwll,pwll,E,['S1.1.2+']
pwll,pwll,E,['S1.1.2+'],pwlltrap,pwlltrap,unk,['Z99']
pwll,pwll,E,['S1.1.2+'],nofio,nofio,B,"['M4', 'M1', 'N5.2+']"
pwll,pwll,E,['S1.1.2+'],phwll,pwll,E,['S1.1.2+']
pwll,pwll,E,['S1.1.2+'],mwll,mwll,unk,['Z99']
pwll,pwll,E,['S1.1.2+'],byllau,pwll,E,['S1.1.2+']
pwll,pwll,E,['S1.1.2+'],lofa,glo,E,['Z99']
pwll,pwll,E,['S1.1.2+'],glofa,glo,E,['I4/H1c']
pwll,pwll,E,['S1.1.2+'],rhandirmwyn,rhandirmwyn,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",fanc,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",barclays,barclays,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",banciau,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",fanciau,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",hsbc,hsbc,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",lloyds,lloyds,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",bancio,bancio,B,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cyfrifon,cyfrif,E,['Q2.2']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",gorddrafft,gorddrafft,E,['I1.2']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",natwest,natwest,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",fanc,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",barclays,barclays,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",banciau,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",fanciau,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",hsbc,hsbc,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",lloyds,lloyds,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",bancio,bancio,B,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cyfrifon,cyfrif,E,['Q2.2']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",gorddrafft,gorddrafft,E,['I1.2']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",natwest,natwest,unk,['Z99']
gorfod,gorfod,B,['Z99'],orfod,gorfod,B,['Z99']
gorfod,gorfod,B,['Z99'],gallu,gallu,E,['X9.1+']
gorfod,gorfod,B,['Z99'],methu,methu,B,"['X9.2-', 'A5.1-/A2.1']"
gorfod,gorfod,B,['Z99'],penderfynu,penderfynu,B,['X6+']
gorfod,gorfod,B,['Z99'],ceisio,ceisio,B,"['X8+', 'X2.4', 'Q2.2', 'G2.1', 'A12-']"
gorfod,gorfod,B,['Z99'],medru,medru,B,['Z99']
gorfod,gorfod,B,['Z99'],rhaid,rhaid,E,"['S6+', 'A11.1+']"
gorfod,gorfod,B,['Z99'],bwriadu,bwriadu,B,['X7+']
gorfod,gorfod,B,['Z99'],mynnu,mynnu,B,['S7.1+/Q2.2']
gorfod,gorfod,B,['Z99'],gwrthod,gwrthod,B,"['Q2.2/Z6', 'S7.4-', 'X7-']"
gorfod,gorfod,B,['Z99'],orfod,gorfod,B,['Z99']
gorfod,gorfod,B,['Z99'],gallu,gallu,E,['X9.1+']
gorfod,gorfod,B,['Z99'],methu,methu,B,"['X9.2-', 'A5.1-/A2.1']"
gorfod,gorfod,B,['Z99'],penderfynu,penderfynu,B,['X6+']
gorfod,gorfod,B,['Z99'],ceisio,ceisio,B,"['X8+', 'X2.4', 'Q2.2', 'G2.1', 'A12-']"
gorfod,gorfod,B,['Z99'],medru,medru,B,['Z99']
gorfod,gorfod,B,['Z99'],rhaid,rhaid,E,"['S6+', 'A11.1+']"
gorfod,gorfod,B,['Z99'],bwriadu,bwriadu,B,['X7+']
gorfod,gorfod,B,['Z99'],mynnu,mynnu,B,['S7.1+/Q2.2']
gorfod,gorfod,B,['Z99'],gwrthod,gwrthod,B,"['Q2.2/Z6', 'S7.4-', 'X7-']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",yteimlad,yteimlad,unk,['Z99']
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",deimlad,teimlad,E,"['X2.1', 'E1', 'X3']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",ymdeimlad,ymdeimlad,E,"['X3', 'X5.2+']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",theimlad,teimlad,E,"['X2.1', 'E1', 'X3']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",teimladau,teimlad,E,"['X2.1', 'E1', 'X3']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",teimladrwydd,teimladrwydd,unk,['Z99']
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",nheimlad,teimlad,E,"['X2.1', 'E1', 'X3']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",deimladrwydd,deimladrwydd,unk,['Z99']
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",hymdeimlad,ymdeimlad,E,"['X3', 'X5.2+']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",teimladol,teimladol,unk,['Z99']
heol,heol,E,"['M3', 'X4.2']",stryd,stryd,E,['M3/H3']
heol,heol,E,"['M3', 'X4.2']",gyffordd,gyffordd,unk,['Z99']
heol,heol,E,"['M3', 'X4.2']",heolyfelin,heolyfelin,unk,['Z99']
heol,heol,E,"['M3', 'X4.2']",porthyrhyd,porthyrhyd,unk,['Z99']
heol,heol,E,"['M3', 'X4.2']",senni,sennu,B,['Q2.2/S1.2.4-']
heol,heol,E,"['M3', 'X4.2']",road,road,unk,['Z99']
heol,heol,E,"['M3', 'X4.2']",pumsaint,pumsaint,unk,['Z99']
heol,heol,E,"['M3', 'X4.2']",ger,ger,Ar,['Z5']
heol,heol,E,"['M3', 'X4.2']",pantyffynnon,pantyffynnon,unk,['Z99']
heol,heol,E,"['M3', 'X4.2']",cyffordd,cyffordd,unk,['Z99']
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodau,pennodau,unk,['Z99']
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",bennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']"
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",phennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']"
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodd,pennu,B,"['A2.2', 'A7+', 'X6+']"
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodol,pennodol,unk,['Z99']
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",mhennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']"
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",beiblllyfr,beiblllyfr,unk,['Z99']
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",penodau,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']"
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pridwerthanrheg,pridwerthanrheg,unk,['Z99']
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",penod,penod,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddori,egwyddori,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddorion,egwyddor,E,"['G2.2', 'X4.1']"
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddor,egwyddor,E,"['X4.1', 'G2.2+']"
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddorol,egwyddorol,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",hegwyddor,egwyddor,E,"['X4.1', 'G2.2+']"
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddorion,egwyddor,E,"['G2.2', 'X4.1']"
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",rhesymwaith,rhesymwaith,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",athrawiaeth,athrawiaeth,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",elfen,elfen,E,"['A4.1', 'N5', 'S5+c', 'O1', 'O3', 'O2', 'W4']"
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",rhagdyb,rhagdyb | rhagdybio | rhagdybied | rhagdybied | rhagdybio,E | B | B | B | B,"['X2.1', 'S9%']"
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",helusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']"
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusenol,elusenol,unk,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusennau,elusen,E,['S8+/S5+']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusendy,elusendy,unk,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusengar,elusengar,unk,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusennol,elusennol,Ans,"['S8+', 'S1.2.2-']"
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusenau,elusenau,unk,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",nspcc,nspcc,unk,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",cancer,cancer,unk,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",ymddiriedolaeth,ymddiriedolaeth,E,"['X2.1', 'A9-', 'E6+', 'X2.6']"
maint,maint,E,"['N3.2', 'N3.1']",faint,maint,E,"['N3.2', 'N3.1']"
maint,maint,E,"['N3.2', 'N3.1']",maintioli,maintioli,E,"['N3.7', 'A11.1+']"
maint,maint,E,"['N3.2', 'N3.1']",chanolig,canolig,Ans,"['Q4', 'X4.2', 'O1', 'S9/S2mf']"
maint,maint,E,"['N3.2', 'N3.1']",canolig,canolig,Ans,"['Q4', 'X4.2', 'O1', 'S9/S2mf']"
maint,maint,E,"['N3.2', 'N3.1']",ganolig,canolig,Ans,"['Q4', 'X4.2', 'O1', 'S9/S2mf']"
maint,maint,E,"['N3.2', 'N3.1']",safonola,safonola,unk,['Z99']
maint,maint,E,"['N3.2', 'N3.1']",ffont,ffont,E,"['Q1.2', 'S9/H5']"
maint,maint,E,"['N3.2', 'N3.1']",dwysedd,dwysedd,E,"['N5', 'Y1', 'A12-']"
maint,maint,E,"['N3.2', 'N3.1']",arwynebedd,arwynebedd,E,"['M7', 'A4.1', 'N3.6']"
maint,maint,E,"['N3.2', 'N3.1']",lleihau,lleihau,B,['N5-/A2.1']
tafarn,tafarn,E,['F2/H1c'],tafarn,tafarn,E,['F2/H1c']
tafarn,tafarn,E,['F2/H1c'],tafarndy,tafarndy,unk,['Z99']
tafarn,tafarn,E,['F2/H1c'],dafarn,tafarn,E,['F2/H1c']
tafarn,tafarn,E,['F2/H1c'],nhafarn,tafarn,E,['F2/H1c']
tafarn,tafarn,E,['F2/H1c'],tafarnwr,tafarnwr,unk,['Z99']
tafarn,tafarn,E,['F2/H1c'],thafarn,tafarn,E,['F2/H1c']
tafarn,tafarn,E,['F2/H1c'],tafarnyfic,tafarnyfic,unk,['Z99']
tafarn,tafarn,E,['F2/H1c'],tafarnau,tafarn,E,['F2/H1c']
tafarn,tafarn,E,['F2/H1c'],tafari,tafari,unk,['Z99']
tafarn,tafarn,E,['F2/H1c'],gwesty,gwesty,E,['H4/H1']
nodwedd,nodwedd,E,['A10+'],nodweddol,nodweddol,unk,['Z99']
nodwedd,nodwedd,E,['A10+'],nodwedda,nodweddu | nodweddu,B | B,"['A4.1', 'Q2.2']"
nodwedd,nodwedd,E,['A10+'],nodweddau,nodweddau,unk,['Z99']
nodwedd,nodwedd,E,['A10+'],nodweddai,nodweddu,B,"['A4.1', 'Q2.2']"
nodwedd,nodwedd,E,['A10+'],nodweddi,nodweddu,B,"['A4.1', 'Q2.2']"
nodwedd,nodwedd,E,['A10+'],nodweddu,nodweddu,B,"['A4.1', 'Q2.2']"
nodwedd,nodwedd,E,['A10+'],nodweddiad,nodweddiad,unk,['Z99']
nodwedd,nodwedd,E,['A10+'],elfen,elfen,E,"['A4.1', 'N5', 'S5+c', 'O1', 'O3', 'O2', 'W4']"
nodwedd,nodwedd,E,['A10+'],nodweddid,nodweddu,B,"['A4.1', 'Q2.2']"
nodwedd,nodwedd,E,['A10+'],briodwedd,priodwedd,E,"['A9+', 'H1/H3', 'O4.1']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",gomisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",chomisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",nghomisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comiswn,comiswn,unk,['Z99']
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynau,comisiwn,E,"['A1.1.1', 'I1.1/I2.2', 'G1.1', 'G3/S7.1+']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynnydd,comisiynnydd,unk,['Z99']
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynwyr,comisiynwr,E,['Z99']
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",cydraddoldeb,cydraddoldeb,E,['A6.1+']
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynnu,comisiynnu,unk,['Z99']
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynydd,comisiynydd,unk,['Z99']
bod,bod,B,"['A3+', 'Z5']",fod,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
bod,bod,B,"['A3+', 'Z5']",mae,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",byddai,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",bydd,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",roedd,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",mod,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",roedd,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
bod,bod,B,"['A3+', 'Z5']",byddan,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",fod,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
bod,bod,B,"['A3+', 'Z5']",mae,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",byddai,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",bydd,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",roedd,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",mod,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",roedd,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
bod,bod,B,"['A3+', 'Z5']",byddan,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",fod,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
bod,bod,B,"['A3+', 'Z5']",mae,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",byddai,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",bydd,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",roedd,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",mod,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",roedd,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
bod,bod,B,"['A3+', 'Z5']",byddan,bod,B,"['A3+', 'Z5']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gafodd,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",cal,call,Ans,"['S1.2.6+', 'B2+/X1']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",cafodd,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",chael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gafod,gafod,unk,['Z99']
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",caiff,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gaiff,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gallu,gallu,E,['X9.1+']
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",chafodd,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",wneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gneud,gneud,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gneud,gneud,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neud,dweud,B,"['Q2.1', 'Z4%']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neud,dweud,B,"['Q2.1', 'Z4%']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gwneu,gwneu,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",wneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gorwneud,gwneud,B,['N5.2+']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",cyflawni,cyflawni,B,['X9.2+']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",wneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gneud,gneud,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gneud,gneud,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neud,dweud,B,"['Q2.1', 'Z4%']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neud,dweud,B,"['Q2.1', 'Z4%']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gwneu,gwneu,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",wneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gorwneud,gwneud,B,['N5.2+']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",cyflawni,cyflawni,B,['X9.2+']
mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",fynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']"
mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",rhuthro,rhuthro,B,"['N3.8+', 'M1/N3.8+', 'M2/N3.8+']"
mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",dod,dod,B,"['M1', 'N3.1', 'A2.2', 'A3+', 'X2.1', 'A9+', 'S4', 'N4', 'S3.2']"
mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",aetho,aetho,unk,['Z99']
mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",aeth,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']"
mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",brysio,brysio,B,['N3.8+']
