,Gair,lemma,tag,pymusas,synset,lemma.1,tag.1,pymusas_1
368,diwrnod,diwrnod,E,['T1.3'],ddwrnod,ddwrnod,unk,['Z99']
369,diwrnod,diwrnod,E,['T1.3'],dïwrnod,dïwrnod,unk,['Z99']
371,rhyw,rhyw,E,['L2'],fath,bath | math,E | E,['Z99']
372,rhyw,rhyw,E,['L2'],rhywiol,rhywiol,Ans,['S3.2']
374,rhyw,rhyw,E,['L2'],rhywfodd,rhywfodd,unk,['Z99']
375,rhyw,rhyw,E,['L2'],dau,dau,Rhi,"['N1', 'T3', 'T1.2']"
376,rhyw,rhyw,E,['L2'],na,dyna,U,['Z5']
377,rhyw,rhyw,E,['L2'],rhywfath,rhywfath,unk,['Z99']
378,rhyw,rhyw,E,['L2'],rhywffordd,rhywffordd,unk,['Z99']
379,rhyw,rhyw,E,['L2'],bron,bron,E,"['B1', 'F1', 'O2']"
381,rhyw,rhyw,E,['L2'],fath,bath | math,E | E,['Z99']
382,rhyw,rhyw,E,['L2'],rhywiol,rhywiol,Ans,['S3.2']
384,rhyw,rhyw,E,['L2'],rhywfodd,rhywfodd,unk,['Z99']
385,rhyw,rhyw,E,['L2'],dau,dau,Rhi,"['N1', 'T3', 'T1.2']"
386,rhyw,rhyw,E,['L2'],na,dyna,U,['Z5']
387,rhyw,rhyw,E,['L2'],rhywfath,rhywfath,unk,['Z99']
388,rhyw,rhyw,E,['L2'],rhywffordd,rhywffordd,unk,['Z99']
389,rhyw,rhyw,E,['L2'],bron,bron,E,"['B1', 'F1', 'O2']"
391,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",gwasanaethol,gwasanaethol,unk,['Z99']
393,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",gwasanaetha,gwasanaethu | gwasanaethu,B | B,"['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']"
394,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",gwasanaethant,gwasanaethu,B,"['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']"
395,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",agwasanaeth,agwasanaeth,unk,['Z99']
396,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",gwasanaethwyr,gwasanaethwyr,unk,['Z99']
397,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",gwasanaethai,gwasanaethu,B,"['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']"
399,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",gwasanaethwch,gwasanaethu | gwasanaethu,B | B,"['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']"
400,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",thaigwlad,thaigwlad,unk,['Z99']
401,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",belggwlad,belggwlad,unk,['Z99']
402,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",iorddonengwlad,iorddonengwlad,unk,['Z99']
403,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",groeggwlad,groeggwlad,unk,['Z99']
404,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",agwlad,agwlad,unk,['Z99']
405,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",cefngwlad,cefngwlad,unk,['Z99']
406,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",swazigwlad,swazigwlad,unk,['Z99']
407,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",chwegwlad,chwegwlad,unk,['Z99']
408,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",belg,belg,unk,['Z99']
413,cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']",cyfnodi,cyfnodi,unk,['Z99']
416,cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']",ycyfnod,ycyfnod,unk,['Z99']
419,cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']",gynni,gan,Ar,['Z5']
420,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",bywydu,bywydu,unk,['Z99']
423,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",bywydol,bywydol,unk,['Z99']
425,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",bywyde,bywyde,unk,['Z99']
426,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",gwyllt,gwyllt,Ans,"['E3-', 'X5.2+', 'A1.7-']"
427,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",tragwyddol,tragwyddol,Ans,['T2+++']
428,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",beunyddiol,beunyddiol,Ans,"['Q4.2', 'B4/S2mf']"
430,cig,cig,E,"['F1', 'A4.2+']",oen,oen,E,"['L2mfn', 'F1']"
431,cig,cig,E,"['F1', 'A4.2+']",eidion,eidion,E,['L2mn']
433,cig,cig,E,"['F1', 'A4.2+']",pgi,pgi,unk,['Z99']
434,cig,cig,E,"['F1', 'A4.2+']",eidionnau,eidion,E,['L2mn']
435,cig,cig,E,"['F1', 'A4.2+']",porc,porc,unk,['Z99']
436,cig,cig,E,"['F1', 'A4.2+']",llaeth,llaeth,E,"['F4', 'A9+']"
437,cig,cig,E,"['F1', 'A4.2+']",phorc,phorc,unk,['Z99']
438,cig,cig,E,"['F1', 'A4.2+']",cynnyrch,cynnyrch,E,"['O2', 'A1.1.1', 'A2.2', 'N2%']"
439,cig,cig,E,"['F1', 'A4.2+']",hcc,hcc,unk,['Z99']
440,nifer,nifer,E,['N5'],cynifer,cynifer,Ans,['Z99']
443,nifer,nifer,E,['N5'],amryw,amryw,unk,['N5']
444,nifer,nifer,E,['N5'],rhai,rhai,unk,['A13.5']
445,nifer,nifer,E,['N5'],cynnifer,cynnifer,unk,['Z99']
446,nifer,nifer,E,['N5'],gynifer,cynifer,Ans,['Z99']
447,nifer,nifer,E,['N5'],ddwsinau,dwsin,E,['N5']
448,nifer,nifer,E,['N5'],canran,canran,E,"['N5', 'N5']"
449,nifer,nifer,E,['N5'],niferau,niferau,unk,['Z99']
452,gwefan,gwefan,E,['Y2'],gwefanau,gwefanau,unk,['Z99']
453,gwefan,gwefan,E,['Y2'],www,www,unk,['Z99']
454,gwefan,gwefan,E,['Y2'],hawlgwefan,hawlgwefan,unk,['Z99']
456,gwefan,gwefan,E,['Y2'],cymrucatalonia,cymrucatalonia,unk,['Z99']
457,gwefan,gwefan,E,['Y2'],naturiaethwyr,naturiaethwyr,unk,['Z99']
458,gwefan,gwefan,E,['Y2'],eatwelshlambandwelshbeef,eatwelshlambandwelshbeef,unk,['Z99']
459,gwefan,gwefan,E,['Y2'],wyndhamleigh,wyndhamleigh,unk,['Z99']
460,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",ddiwedd,diwedd,E,['T2-']
461,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",diwethaf,diwethaf,Ans,"['T2++', 'T1.3']"
462,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",ddiweddarach,diweddar,Ans,['T3-']
463,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",gydol,cydol,E,['N5.1+']
464,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",gynharach,cynnar,Ans,['T4+']
465,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",dilyn,dilyn,B,"['M1', 'N4', 'S7.1-', 'X2.4', 'X2.5+', 'A6.1+', 'A1.1.1', 'A2.2', 'K5.1', 'X3.4']"
466,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']"
467,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",dilynol,dilynol,Ans,['N4']
468,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",chynnar,cynnar,Ans,['T4+']
469,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",sgil,sgil,E,['Z99']
470,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']"
471,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']"
472,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",newyddionheart,newyddionheart,unk,['Z99']
473,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",newyddionadigwyddiadau,newyddionadigwyddiadau,unk,['Z99']
474,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",newyddionbbc,newyddionbbc,unk,['Z99']
475,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",bbcnewyddion,bbcnewyddion,unk,['Z99']
476,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",newyddiondt,newyddiondt,unk,['Z99']
477,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",newyddian,newyddian,unk,['Z99']
478,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",newyddionaber,newyddionaber,unk,['Z99']
479,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",newyddiondiweddaraf,newyddiondiweddaraf,unk,['Z99']
481,wythnos,wythnos,E,['T1.3'],wythno,wythno,unk,['Z99']
482,wythnos,wythnos,E,['T1.3'],wythnose,wythnose,unk,['Z99']
485,wythnos,wythnos,E,['T1.3'],wythnosa,wythnosa,unk,['Z99']
486,wythnos,wythnos,E,['T1.3'],bythefnos,pythefnos,E,['T1.3']
487,wythnos,wythnos,E,['T1.3'],arlwyrwythnos,arlwyrwythnos,unk,['Z99']
488,wythnos,wythnos,E,['T1.3'],penwythnos,penwythnos,E,['T1.3']
489,wythnos,wythnos,E,['T1.3'],mis,mis,E,['T1.3']
493,teulu,teulu,E,"['S4c', 'A4.1c']",benteulu,benteulu,unk,['Z99']
496,teulu,teulu,E,"['S4c', 'A4.1c']",rhieni,rhiant,E,"['S4mf', 'A9+']"
497,teulu,teulu,E,"['S4c', 'A4.1c']",practis,practis,E,['A1.1.1']
498,teulu,teulu,E,"['S4c', 'A4.1c']",penteulu,penteulu,unk,['Z99']
499,teulu,teulu,E,"['S4c', 'A4.1c']",meddyg,meddyg,E,"['B3', 'A2.1+/G2.1-']"
504,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",ltd,ltd,unk,['Z99']
505,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",cwmnï,cwmnï,unk,['Z99']
506,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",cwmniau,cwmniau,unk,['Z99']
507,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",company,company,unk,['Z99']
508,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",datblygwr,datblygwr,E,"['H1/S2mf', 'C1/O1.2@@']"
509,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",isgwmni,isgwmni,unk,['Z99']
514,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",ltd,ltd,unk,['Z99']
515,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",cwmnï,cwmnï,unk,['Z99']
516,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",cwmniau,cwmniau,unk,['Z99']
517,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",company,company,unk,['Z99']
518,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",datblygwr,datblygwr,E,"['H1/S2mf', 'C1/O1.2@@']"
519,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",isgwmni,isgwmni,unk,['Z99']
522,meddwl,meddwl,B,['X2.1'],meddylia,meddwl | meddwl,B | B,['X2.1']
523,meddwl,meddwl,E,['X2.1'],gwbod,gwybod,B,"['X2.2+', 'S3.2/B1%']"
524,meddwl,meddwl,B,['X2.1'],meddylie,meddylie,unk,['Z99']
525,meddwl,meddwl,E,['X2.1'],teimlo,teimlo,B,"['X2.1', 'E1', 'X3']"
526,meddwl,meddwl,B,['X2.1'],credu,credu,B,"['X2.1', 'S9%']"
528,meddwl,meddwl,B,['X2.1'],meddylies,meddylies,unk,['Z99']
532,meddwl,meddwl,B,['X2.1'],meddylia,meddwl | meddwl,B | B,['X2.1']
533,meddwl,meddwl,E,['X2.1'],gwbod,gwybod,B,"['X2.2+', 'S3.2/B1%']"
534,meddwl,meddwl,B,['X2.1'],meddylie,meddylie,unk,['Z99']
535,meddwl,meddwl,E,['X2.1'],teimlo,teimlo,B,"['X2.1', 'E1', 'X3']"
536,meddwl,meddwl,B,['X2.1'],credu,credu,B,"['X2.1', 'S9%']"
538,meddwl,meddwl,B,['X2.1'],meddylies,meddylies,unk,['Z99']
540,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",adeg,adeg,E,"['X7+/T1', 'N3.1/T1']"
541,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']"
542,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",peth,peth,E,"['O2', 'X4.1', 'A7-', 'S2mf', 'L2mf']"
543,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",lle,lle,Rha,['M6']
544,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",pan,pan,Cys,['Z5']
545,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",cyfan,cyfan,Ans,['N5.1+']
546,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",ble,ble,Rha,['M6']
547,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",modd,bodd,E,['N2']
548,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",tra,tra,Cys,['Z5']
550,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",adeg,adeg,E,"['X7+/T1', 'N3.1/T1']"
551,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']"
552,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",peth,peth,E,"['O2', 'X4.1', 'A7-', 'S2mf', 'L2mf']"
553,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",lle,lle,Rha,['M6']
554,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",pan,pan,Cys,['Z5']
555,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",cyfan,cyfan,Ans,['N5.1+']
556,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",ble,ble,Rha,['M6']
557,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",modd,bodd,E,['N2']
558,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",tra,tra,Cys,['Z5']
560,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",adeg,adeg,E,"['X7+/T1', 'N3.1/T1']"
561,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']"
562,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",peth,peth,E,"['O2', 'X4.1', 'A7-', 'S2mf', 'L2mf']"
563,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",lle,lle,Rha,['M6']
564,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",pan,pan,Cys,['Z5']
565,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",cyfan,cyfan,Ans,['N5.1+']
566,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",ble,ble,Rha,['M6']
567,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",modd,bodd,E,['N2']
568,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",tra,tra,Cys,['Z5']
572,arian,arian,E,['I1'],ariannu,ariannu,B,['I1']
573,arian,arian,E,['I1'],cyllid,cyllid,E,"['G1.1/I1', 'I1.1+', 'Z3c']"
574,arian,arian,E,['I1'],bunnau,punt,E,"['A1.1.1', 'P1']"
575,arian,arian,E,['I1'],gyllid,cyllid,E,"['G1.1/I1', 'I1.1+', 'Z3c']"
576,arian,arian,E,['I1'],bres,pres,E,['I1']
577,arian,arian,E,['I1'],arianu,arianu,unk,['Z99']
578,arian,arian,E,['I1'],goffrau,goffrau,unk,['Z99']
579,arian,arian,E,['I1'],wario,gwario,B,"['I1.2', 'A1.5.1', 'T1.3']"
581,diwedd,diwedd,E,['T2-'],dechrau,dechrau,B,['T2+']
582,diwedd,diwedd,E,['T2-'],diweddi,diweddu,B,"['X6+', 'T2-']"
584,diwedd,diwedd,E,['T2-'],ddechrau,dechrau,E,['T2+']
585,diwedd,diwedd,E,['T2-'],ddiweddol,ddiweddol,unk,['Z99']
586,diwedd,diwedd,E,['T2-'],diweddeb,diweddeb,unk,['Z99']
587,diwedd,diwedd,E,['T2-'],diweddol,diweddol,unk,['Z99']
588,diwedd,diwedd,E,['T2-'],diweddiad,diweddiad,unk,['Z99']
593,marwolaeth,marwolaeth,E,['L1-'],llofruddiaeth,llofruddiaeth,unk,['Z99']
594,marwolaeth,marwolaeth,E,['L1-'],bradlofruddiaeth,bradlofruddiaeth,unk,['Z99']
595,marwolaeth,marwolaeth,E,['L1-'],marw,marw | marw,Ans | B,"['A13.3', 'A4.2+']"
596,marwolaeth,marwolaeth,E,['L1-'],llofruddiaethau,llofruddiaethau,unk,['Z99']
597,marwolaeth,marwolaeth,E,['L1-'],lofruddiaeth,lofruddiaeth,unk,['Z99']
599,marwolaeth,marwolaeth,E,['L1-'],lofruddiaethau,lofruddiaethau,unk,['Z99']
600,to,to | toi | toi,E | B | B,['H2'],and,and,unk,['Z99']
601,to,to | toi | toi,E | B | B,['H2'],their,their,unk,['Z99']
602,to,to | toi | toi,E | B | B,['H2'],itll,itll,unk,['Z99']
603,to,to | toi | toi,E | B | B,['H2'],the,te | bod,E | B,['Z99']
604,to,to | toi | toi,E | B | B,['H2'],able,able,unk,['Z99']
605,to,to | toi | toi,E | B | B,['H2'],allow,allow,unk,['Z99']
606,to,to | toi | toi,E | B | B,['H2'],unable,unable,unk,['Z99']
607,to,to | toi | toi,E | B | B,['H2'],encouraged,encouraged,unk,['Z99']
608,to,to | toi | toi,E | B | B,['H2'],seemed,seemed,unk,['Z99']
609,to,to | toi | toi,E | B | B,['H2'],theyll,theyll,unk,['Z99']
610,to,to | toi | toi,E | B | B,['H2'],and,and,unk,['Z99']
611,to,to | toi | toi,E | B | B,['H2'],their,their,unk,['Z99']
612,to,to | toi | toi,E | B | B,['H2'],itll,itll,unk,['Z99']
613,to,to | toi | toi,E | B | B,['H2'],the,te | bod,E | B,['Z99']
614,to,to | toi | toi,E | B | B,['H2'],able,able,unk,['Z99']
615,to,to | toi | toi,E | B | B,['H2'],allow,allow,unk,['Z99']
616,to,to | toi | toi,E | B | B,['H2'],unable,unable,unk,['Z99']
617,to,to | toi | toi,E | B | B,['H2'],encouraged,encouraged,unk,['Z99']
618,to,to | toi | toi,E | B | B,['H2'],seemed,seemed,unk,['Z99']
619,to,to | toi | toi,E | B | B,['H2'],theyll,theyll,unk,['Z99']
621,llu,llu,E,['S1.1.1'],nifer,nifer,E,['N5']
622,llu,llu,E,['S1.1.1'],heddlu,heddlu,E,"['G2.1', 'G2.2']"
623,llu,llu,E,['S1.1.1'],bataliynau,bataliynau,unk,['Z99']
625,llu,llu,E,['S1.1.1'],cynnifer,cynnifer,unk,['Z99']
626,llu,llu,E,['S1.1.1'],fyddin,byddin,E,"['G3c', 'N5+']"
627,llu,llu,E,['S1.1.1'],ddwsinau,dwsin,E,['N5']
628,llu,llu,E,['S1.1.1'],arfog,arfog,Ans,"['G3', 'B1']"
629,llu,llu,E,['S1.1.1'],hofrennyddion,hofrennyddion,unk,['Z99']
632,teledu,teledu,B,['Q4.3'],atheledu,atheledu,unk,['Z99']
633,teledu,teledu,E,['Q4.3'],darlledu,darlledu,B,['Q4.3']
634,teledu,teledu,B,['Q4.3'],radio,radio,E,['Q1.3']
635,teledu,teledu,E,['Q4.3'],ffilms,ffilm,E,['Q4.3']
636,teledu,teledu,B,['Q4.3'],darlledydd,darlledydd,unk,['Z99']
637,teledu,teledu,E,['Q4.3'],darlledi,darlledu,B,['Q4.3']
638,teledu,teledu,B,['Q4.3'],teledutu,teledutu,unk,['Z99']
639,teledu,teledu,E,['Q4.3'],darlledid,darlledu,B,['Q4.3']
640,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",cathaderyn,cathaderyn,unk,['Z99']
642,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",prysgaderyn,prysgaderyn,unk,['Z99']
645,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",teyrnaderyn,teyrnaderyn,unk,['Z99']
646,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",pêrchwibanwr,pêrchwibanwr,unk,['Z99']
647,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",titwdelor,titwdelor,unk,['Z99']
648,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",aderyndrycin,aderyndrycin,unk,['Z99']
649,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",gwybedogdelor,gwybedogdelor,unk,['Z99']
650,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",pryd,pryd,E,"['X7+/T1', 'N3.1/T1']"
651,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",bellach,pell,Adf,"['A13.3', 'N3.3+', 'X9.2+']"
652,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",nawr,nawr,Adf,['Z4']
653,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",ran,rhan,E,"['A10+', 'B4', 'S3.1-']"
654,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",bry,pryf,E,['L2mfn']
655,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",fater,mater,E,['A11.1+']
656,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",hyd,hyd,Ar,['Z5']
657,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",ganlyniad,canlyniad,E,['A2.2']
658,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",serch,serch,Cys,['A2.1-']
659,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",erbyn,erbyn,Ar,['M6']
660,oedfa,oedfa,E,['Z99'],oedfaon,oedfaon,unk,['Z99']
661,oedfa,oedfa,E,['Z99'],pregeth,pregeth,E,['S9/Q2.2']
662,oedfa,oedfa,E,['Z99'],hoedfaon,hoedfaon,unk,['Z99']
663,oedfa,oedfa,E,['Z99'],bregeth,pregeth,E,['S9/Q2.2']
664,oedfa,oedfa,E,['Z99'],nghapel,capel,E,['S9/H1c']
665,oedfa,oedfa,E,['Z99'],pregether,pregethu,B,['Q2.2']
666,oedfa,oedfa,E,['Z99'],gymun,gymun,unk,['Z99']
667,oedfa,oedfa,E,['Z99'],plygain,plygain,E,['Z99']
668,oedfa,oedfa,E,['Z99'],pregethu,pregethu,B,['Q2.2']
669,oedfa,oedfa,E,['Z99'],cymundeb,cymundeb,unk,['Z99']
673,cyfaill,cyfaill,E,['S3.2'],cydweithiwr,cydweithiwr,E,['I3.2/S2mf']
674,cyfaill,cyfaill,E,['S3.2'],ffrind,ffrind,E,['S3.1/S2mf']
675,cyfaill,cyfaill,E,['S3.2'],mynwesol,mynwesol,unk,['Z99']
677,cyfaill,cyfaill,E,['S3.2'],cyddeithiwr,cyddeithiwr,unk,['Z99']
678,cyfaill,cyfaill,E,['S3.2'],tad,tad,E,['S4/B1']
679,cyfaill,cyfaill,E,['S3.2'],gydweithiwr,cydweithiwr,E,['I3.2/S2mf']
681,priodas,priodas,E,['S4'],priodasol,priodasol,Ans,['S4']
683,priodas,priodas,E,['S4'],priodasgyfartal,priodasgyfartal,unk,['Z99']
684,priodas,priodas,E,['S4'],priodasant,priodi,B,"['S4', 'A2.2']"
689,priodas,priodas,E,['S4'],briodasferch,briodasferch,unk,['Z99']
692,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",ymladdwyd,ymladd,B,"['S8-', 'X8+', 'E3-', 'G1.2']"
693,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrai,brwydro,B,"['S8-', 'X8+', 'E3-', 'G1.2']"
697,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydyr,brwydyr,unk,['Z99']
698,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrant,brwydro,B,"['S8-', 'X8+', 'E3-', 'G1.2']"
699,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwyr,brwydrwyr,unk,['Z99']
702,pwll,pwll,E,['S1.1.2+'],pwlltrap,pwlltrap,unk,['Z99']
703,pwll,pwll,E,['S1.1.2+'],nofio,nofio,B,"['M4', 'M1', 'N5.2+']"
705,pwll,pwll,E,['S1.1.2+'],mwll,mwll,unk,['Z99']
707,pwll,pwll,E,['S1.1.2+'],lofa,glo,E,['Z99']
708,pwll,pwll,E,['S1.1.2+'],glofa,glo,E,['I4/H1c']
709,pwll,pwll,E,['S1.1.2+'],rhandirmwyn,rhandirmwyn,unk,['Z99']
711,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",barclays,barclays,unk,['Z99']
714,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",hsbc,hsbc,unk,['Z99']
715,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",lloyds,lloyds,unk,['Z99']
716,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",bancio,bancio,B,"['I1.1', 'X2.6+', 'M1']"
