,Gair,lemma,tag,pymusas,synset,lemma.1,tag.1,pymusas_1
574,arian,arian,E,['I1'],Krone,Krone,E,['Z99']
575,arian,arian,E,['I1'],argentum,argentum,unk,['Z99']
576,arian,arian,E,['I1'],Dinar,Dinar,E,['Z99']
577,arian,arian,E,['I1'],Doler,doler,E,['I1']
579,arian,arian,E,['I1'],Rufiyaa,Rufiyaa,E,['Z99']
580,diwedd,diwedd,E,['T2-'],tymor2,tymor2,unk,['Z99']
582,diwedd,diwedd,E,['T2-'],tymor3,tymor3,unk,['Z99']
583,diwedd,diwedd,E,['T2-'],dechrau,dechrau,B,['T2+']
584,diwedd,diwedd,E,['T2-'],tymor4,tymor4,unk,['Z99']
585,diwedd,diwedd,E,['T2-'],tymor9,tymor9,unk,['Z99']
586,diwedd,diwedd,E,['T2-'],ddechrau,dechrau,E,['T2+']
587,diwedd,diwedd,E,['T2-'],tymor6,tymor6,unk,['Z99']
588,diwedd,diwedd,E,['T2-'],tymor10,tymor10,unk,['Z99']
589,diwedd,diwedd,E,['T2-'],erbyn,erbyn,Ar,['M6']
591,marwolaeth,marwolaeth,E,['L1-'],10011031,10011031,Gw,['Z99']
592,marwolaeth,marwolaeth,E,['L1-'],Athirne,Athirne,E,['Z99']
594,marwolaeth,marwolaeth,E,['L1-'],marwoaeth,marwoaeth,unk,['Z99']
595,marwolaeth,marwolaeth,E,['L1-'],Tombalbaye,Tombalbaye,E,['Z99']
596,marwolaeth,marwolaeth,E,['L1-'],reslwyr,reslwyr,unk,['Z99']
598,marwolaeth,marwolaeth,E,['L1-'],dilyn,dilyn,B,"['M1', 'N4', 'S7.1-', 'X2.4', 'X2.5+', 'A6.1+', 'A1.1.1', 'A2.2', 'K5.1', 'X3.4']"
599,marwolaeth,marwolaeth,E,['L1-'],Mehyefin,Mehyefin,E,['Z99']
600,to,to | toi | toi,E | B | B,['H2'],To,to,E,['H2']
601,to,to | toi | toi,E | B | B,['H2'],X11,X11,E,['Z99']
602,to,to | toi | toi,E | B | B,['H2'],D9,D9,E,['Z99']
603,to,to | toi | toi,E | B | B,['H2'],50A,50A,unk,['Z99']
604,to,to | toi | toi,E | B | B,['H2'],rv,rv,unk,['Z99']
605,to,to | toi | toi,E | B | B,['H2'],ÜSTr,ÜSTr,E,['Z99']
606,to,to | toi | toi,E | B | B,['H2'],99A,99A,unk,['Z99']
607,to,to | toi | toi,E | B | B,['H2'],72B,72B,unk,['Z99']
608,to,to | toi | toi,E | B | B,['H2'],4It,4It,unk,['Z99']
609,to,to | toi | toi,E | B | B,['H2'],be,peth,Rha,"['Z8', 'Z5']"
610,to,to | toi | toi,E | B | B,['H2'],To,to,E,['H2']
611,to,to | toi | toi,E | B | B,['H2'],X11,X11,E,['Z99']
612,to,to | toi | toi,E | B | B,['H2'],D9,D9,E,['Z99']
613,to,to | toi | toi,E | B | B,['H2'],50A,50A,unk,['Z99']
614,to,to | toi | toi,E | B | B,['H2'],rv,rv,unk,['Z99']
615,to,to | toi | toi,E | B | B,['H2'],ÜSTr,ÜSTr,E,['Z99']
616,to,to | toi | toi,E | B | B,['H2'],99A,99A,unk,['Z99']
617,to,to | toi | toi,E | B | B,['H2'],72B,72B,unk,['Z99']
618,to,to | toi | toi,E | B | B,['H2'],4It,4It,unk,['Z99']
619,to,to | toi | toi,E | B | B,['H2'],be,peth,Rha,"['Z8', 'Z5']"
620,llu,llu,E,['S1.1.1'],lev,lev,unk,['Z99']
621,llu,llu,E,['S1.1.1'],leva,leva,unk,['Z99']
622,llu,llu,E,['S1.1.1'],delaid,delaid,unk,['Z99']
623,llu,llu,E,['S1.1.1'],ddygyfor,ddygyfor,unk,['Z99']
624,llu,llu,E,['S1.1.1'],Bytheiadcwn,Bytheiadcwn,E,['Z99']
625,llu,llu,E,['S1.1.1'],Costowcwn,Costowcwn,E,['Z99']
626,llu,llu,E,['S1.1.1'],Viggen,Viggen,E,['Z99']
627,llu,llu,E,['S1.1.1'],filgwn,filgwn,unk,['Z99']
628,llu,llu,E,['S1.1.1'],Fuerzas,Fuerzas,E,['Z99']
629,llu,llu,E,['S1.1.1'],Ysbaengwn,Ysbaengwn,E,['Z99']
630,teledu,teledu,B,['Q4.3'],teled,teled,unk,['Z99']
631,teledu,teledu,E,['Q4.3'],rhaglenni,rhaglennu,E,['Y2']
632,teledu,teledu,B,['Q4.3'],radio,radio,E,['Q1.3']
633,teledu,teledu,E,['Q4.3'],Goons,Goons,E,['Z99']
634,teledu,teledu,B,['Q4.3'],Sianeli,sianelu | sianel,B | E,"['M2', 'A2.1+']"
636,teledu,teledu,B,['Q4.3'],rhaglenniteledu,rhaglenniteledu,unk,['Z99']
637,teledu,teledu,E,['Q4.3'],theatratheledu,theatratheledu,unk,['Z99']
638,teledu,teledu,B,['Q4.3'],radioatheledu,radioatheledu,unk,['Z99']
639,teledu,teledu,E,['Q4.3'],Rhaglenni,rhaglennu | rhaglen,B | E,['Y2']
640,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",aderyndrycin,aderyndrycin,unk,['Z99']
641,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",coraderyn,coraderyn,unk,['Z99']
642,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",Prysgaderyn,Prysgaderyn,E,['Z99']
643,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",prysgaderyn,prysgaderyn,unk,['Z99']
644,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",cathaderyn,cathaderyn,unk,['Z99']
645,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",Coraderyn,Coraderyn,E,['Z99']
646,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",Cathaderyn,Cathaderyn,E,['Z99']
647,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",rheibiol,rheibiol,unk,['Z99']
648,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",Cathaderyn,Cathaderyn,E,['Z99']
649,aderyn,aderyn,E,"['L2mfn', 'S2.1f']",safnflew,safnflew,unk,['Z99']
650,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",hyn,hwn,pron.demd,['A13.3']
652,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",gilydd,cilydd,E,['A6.1-/Z8']
653,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",brydYn,brydYn,unk,['Z99']
654,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",brydRwan,brydRwan,unk,['Z99']
655,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",brydUn,brydUn,unk,['Z99']
656,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",Hybryd,Hybryd,E,['Z99']
657,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",Dybryd,dybryd,Ans,['A5.1---']
658,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",11581184,11581184,Gw,['Z99']
659,bryd,bryd,E,"['E6+', 'E2-', 'S8+', 'A1.3']",hynny,hwnnw,pron.demd,"['A13.3', 'A6.1+']"
660,oedfa,oedfa,E,['Z99'],oedfaon,oedfaon,unk,['Z99']
661,oedfa,oedfa,E,['Z99'],hoedfaon,hoedfaon,unk,['Z99']
663,oedfa,oedfa,E,['Z99'],Oedfaon,Oedfaon,E,['Z99']
664,oedfa,oedfa,E,['Z99'],oedfannau,oedfannau,unk,['Z99']
665,oedfa,oedfa,E,['Z99'],prydnawn,prydnawn,unk,['Z99']
666,oedfa,oedfa,E,['Z99'],oedfeuon,oedfeuon,unk,['Z99']
667,oedfa,oedfa,E,['Z99'],bregethau,bregethau,unk,['Z99']
668,oedfa,oedfa,E,['Z99'],Pregethu,pregethu,B,['Q2.2']
669,oedfa,oedfa,E,['Z99'],mhregeth,pregeth,E,['S9/Q2.2']
671,cyfaill,cyfaill,E,['S3.2'],ngyfaill,ngyfaill,unk,['Z99']
675,cyfaill,cyfaill,E,['S3.2'],gfaill,gfaill,unk,['Z99']
678,cyfaill,cyfaill,E,['S3.2'],gyffaill,gyffaill,unk,['Z99']
679,cyfaill,cyfaill,E,['S3.2'],Digyfaill,Digyfaill,E,['Z99']
680,priodas,priodas,E,['S4'],priodasfab,priodasfab,unk,['Z99']
681,priodas,priodas,E,['S4'],priodasferch,priodasferch,unk,['Z99']
682,priodas,priodas,E,['S4'],torpriodas,torpriodas,unk,['Z99']
683,priodas,priodas,E,['S4'],amlbriodas,amlbriodas,unk,['Z99']
687,priodas,priodas,E,['S4'],priodasol,priodasol,Ans,['S4']
688,priodas,priodas,E,['S4'],priodasont,priodasont,unk,['Z99']
689,priodas,priodas,E,['S4'],Svatební,Svatební,E,['Z99']
690,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwr1,brwydrwr1,unk,['Z99']
692,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydri,brwydro,B,"['S8-', 'X8+', 'E3-', 'G1.2']"
693,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",Kurukshetra,Kurukshetra,E,['Z99']
694,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwr,brwydrwr,unk,['Z99']
695,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydra,brwydro | brwydro,B | B,"['S8-', 'X8+', 'E3-', 'G1.2']"
696,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwr3,brwydrwr3,unk,['Z99']
697,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydyr,brwydyr,unk,['Z99']
698,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwyr,brwydrwyr,unk,['Z99']
699,brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwr2,brwydrwr2,unk,['Z99']
701,pwll,pwll,E,['S1.1.2+'],Dymbel,Dymbel,E,['Z99']
702,pwll,pwll,E,['S1.1.2+'],mignen,migno,B,"['E3-', 'S7.1+']"
703,pwll,pwll,E,['S1.1.2+'],pwllau,pwllau,unk,['Z99']
704,pwll,pwll,E,['S1.1.2+'],bribwll,bribwll,unk,['Z99']
705,pwll,pwll,E,['S1.1.2+'],linn,linn,unk,['Z99']
708,pwll,pwll,E,['S1.1.2+'],nofioPanel,nofioPanel,unk,['Z99']
709,pwll,pwll,E,['S1.1.2+'],tywo,tywo,unk,['Z99']
710,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",τράπεζα,τράπεζα,unk,['Z99']
712,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",bancia,bancio | bancio,B | B,"['I1.1', 'X2.6+', 'M1']"
713,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",Barclays,Barclays,E,['Z99']
715,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cyfriflen,cyfriflen,E,['Z99']
718,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cynilo,cynilo,B,"['I1.1', 'B3', 'A9+', 'S8+', 'A1.9', 'K5.1', 'S9']"
719,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",banchiere,banchiere,unk,['Z99']
720,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",τράπεζα,τράπεζα,unk,['Z99']
722,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",bancia,bancio | bancio,B | B,"['I1.1', 'X2.6+', 'M1']"
723,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",Barclays,Barclays,E,['Z99']
725,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cyfriflen,cyfriflen,E,['Z99']
728,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cynilo,cynilo,B,"['I1.1', 'B3', 'A9+', 'S8+', 'A1.9', 'K5.1', 'S9']"
729,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",banchiere,banchiere,unk,['Z99']
730,gorfod,gorfod,B,['Z99'],gorfodd,gorfodd,unk,['Z99']
731,gorfod,gorfod,B,['Z99'],gorfodont,gorfodi,B,['S6+']
734,gorfod,gorfod,B,['Z99'],cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
735,gorfod,gorfod,B,['Z99'],gorfodi,gorfodi,B,"['S7.1+', 'A1.1.1', 'E3-']"
736,gorfod,gorfod,B,['Z99'],wedi,wedi,U,['Z5']
737,gorfod,gorfod,B,['Z99'],gorfodai,gorfodi,B,['S6+']
738,gorfod,gorfod,B,['Z99'],dihafarch,dihafarch,unk,['Z99']
739,gorfod,gorfod,B,['Z99'],gorfodir,gorfodi,B,['S6+']
740,gorfod,gorfod,B,['Z99'],gorfodd,gorfodd,unk,['Z99']
741,gorfod,gorfod,B,['Z99'],gorfodont,gorfodi,B,['S6+']
744,gorfod,gorfod,B,['Z99'],cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
745,gorfod,gorfod,B,['Z99'],gorfodi,gorfodi,B,"['S7.1+', 'A1.1.1', 'E3-']"
746,gorfod,gorfod,B,['Z99'],wedi,wedi,U,['Z5']
747,gorfod,gorfod,B,['Z99'],gorfodai,gorfodi,B,['S6+']
748,gorfod,gorfod,B,['Z99'],dihafarch,dihafarch,unk,['Z99']
749,gorfod,gorfod,B,['Z99'],gorfodir,gorfodi,B,['S6+']
750,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",teimladol,teimladol,unk,['Z99']
752,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",dideimlad,dideimlad,unk,['Z99']
754,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",ddideimlad,ddideimlad,unk,['Z99']
755,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",Dideimlad,Dideimlad,E,['Z99']
756,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",Ymdeimlad,ymdeimlad,E,"['X3', 'X5.2+']"
757,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",teimlant,teimlo,B,"['X2.1', 'E1', 'X3']"
759,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",teimlem,teimlo,B,"['X2.1', 'E1', 'X3']"
761,heol,heol,E,"['M3', 'X4.2']",deheol,deheol,unk,['Z99']
762,heol,heol,E,"['M3', 'X4.2']",A4067,A4067,E,['Z99']
763,heol,heol,E,"['M3', 'X4.2']",cylchfan,cylchfan | cylchfan,E | E,"['K6', 'M3']"
764,heol,heol,E,"['M3', 'X4.2']",SO2500,SO2500,E,['Z99']
765,heol,heol,E,"['M3', 'X4.2']",A4055,A4055,E,['Z99']
766,heol,heol,E,"['M3', 'X4.2']",unffordd,unffordd,unk,['Z99']
767,heol,heol,E,"['M3', 'X4.2']",A44,A44,E,['Z99']
768,heol,heol,E,"['M3', 'X4.2']",Fysus,bysus,E,['M3']
769,heol,heol,E,"['M3', 'X4.2']",Glyngoleu,Glyngoleu,E,['Z99']
770,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",ddegpennod,ddegpennod,unk,['Z99']
772,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodol,pennodol,unk,['Z99']
773,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodau,pennodau,unk,['Z99']
775,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodd,pennu,B,"['A2.2', 'A7+', 'X6+']"
777,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",Tayper,Tayper,E,['Z99']
779,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",undegtair,undegtair,unk,['Z99']
780,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",diegwyddor,diegwyddor,unk,['Z99']
781,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",ddiegwyddor,ddiegwyddor,unk,['Z99']
782,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",diegwyddor,diegwyddor,unk,['Z99']
784,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddorol,egwyddorol,unk,['Z99']
785,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddoriol,egwyddoriol,unk,['Z99']
786,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",archebiant,archebiant,unk,['Z99']
788,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",Archebiant,Archebiant,E,['Z99']
791,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusenElusen,elusenElusen,unk,['Z99']
792,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusenau,elusenau,unk,['Z99']
795,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",Zakât,Zakât,E,['Z99']
796,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusenol,elusenol,unk,['Z99']
797,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusendy,elusendy,unk,['Z99']
798,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusennauMae,elusennauMae,unk,['Z99']
799,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusengar,elusengar,unk,['Z99']
800,maint,maint,E,"['N3.2', 'N3.1']",265px,265px,unk,['Z99']
801,maint,maint,E,"['N3.2', 'N3.1']",Amrwyia,Amrwyia,E,['Z99']
802,maint,maint,E,"['N3.2', 'N3.1']",maintcanolig,maintcanolig,unk,['Z99']
803,maint,maint,E,"['N3.2', 'N3.1']",280px,280px,unk,['Z99']
804,maint,maint,E,"['N3.2', 'N3.1']",maintoli,maintoli,unk,['Z99']
805,maint,maint,E,"['N3.2', 'N3.1']",1445079,1445079,Gw,['Z99']
806,maint,maint,E,"['N3.2', 'N3.1']",230140,230140,Gw,['Z99']
807,maint,maint,E,"['N3.2', 'N3.1']",ran,rhan,E,"['A10+', 'B4', 'S3.1-']"
808,maint,maint,E,"['N3.2', 'N3.1']",typhae,typhae,unk,['Z99']
809,maint,maint,E,"['N3.2', 'N3.1']",225px,225px,unk,['Z99']
810,tafarn,tafarn,E,['F2/H1c'],tafarndy,tafarndy,unk,['Z99']
811,tafarn,tafarn,E,['F2/H1c'],roctafarn,roctafarn,unk,['Z99']
814,tafarn,tafarn,E,['F2/H1c'],tafarnai,tafarnai,unk,['Z99']
818,tafarn,tafarn,E,['F2/H1c'],Cŵps,Cŵps,E,['Z99']
820,nodwedd,nodwedd,E,['A10+'],hannernodwedd,hannernodwedd,unk,['Z99']
822,nodwedd,nodwedd,E,['A10+'],hynodwedd,hynodwedd,unk,['Z99']
823,nodwedd,nodwedd,E,['A10+'],nodwedda,nodweddu | nodweddu,B | B,"['A4.1', 'Q2.2']"
824,nodwedd,nodwedd,E,['A10+'],nodweddol,nodweddol,unk,['Z99']
825,nodwedd,nodwedd,E,['A10+'],ddwedd,ddwedd,unk,['Z99']
826,nodwedd,nodwedd,E,['A10+'],hynodweddol,hynodweddol,unk,['Z99']
827,nodwedd,nodwedd,E,['A10+'],nodweddau,nodweddau,unk,['Z99']
828,nodwedd,nodwedd,E,['A10+'],nodweddai,nodweddu,B,"['A4.1', 'Q2.2']"
829,nodwedd,nodwedd,E,['A10+'],stigmata,stigmata,unk,['Z99']
832,comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",digomisiwn,digomisiwn,unk,['Z99']
834,comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comissiwn,comissiwn,unk,['Z99']
839,comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynwyr,comisiynwr,E,['Z99']
841,bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
842,bod,bod,B,"['A3+', 'Z5']",cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
844,bod,bod,B,"['A3+', 'Z5']",gallu,gallu,E,['X9.1+']
845,bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
846,bod,bod,B,"['A3+', 'Z5']",gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
847,bod,bod,B,"['A3+', 'Z5']",credu,credu,B,"['X2.1', 'S9%']"
848,bod,bod,B,"['A3+', 'Z5']",dyladwadu,dyladwadu,unk,['Z99']
849,bod,bod,B,"['A3+', 'Z5']",meddwl,meddwl,B,['X2.1']
851,bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
852,bod,bod,B,"['A3+', 'Z5']",cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
854,bod,bod,B,"['A3+', 'Z5']",gallu,gallu,E,['X9.1+']
855,bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
856,bod,bod,B,"['A3+', 'Z5']",gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
857,bod,bod,B,"['A3+', 'Z5']",credu,credu,B,"['X2.1', 'S9%']"
858,bod,bod,B,"['A3+', 'Z5']",dyladwadu,dyladwadu,unk,['Z99']
859,bod,bod,B,"['A3+', 'Z5']",meddwl,meddwl,B,['X2.1']
861,bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
862,bod,bod,B,"['A3+', 'Z5']",cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
864,bod,bod,B,"['A3+', 'Z5']",gallu,gallu,E,['X9.1+']
865,bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
866,bod,bod,B,"['A3+', 'Z5']",gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
867,bod,bod,B,"['A3+', 'Z5']",credu,credu,B,"['X2.1', 'S9%']"
868,bod,bod,B,"['A3+', 'Z5']",dyladwadu,dyladwadu,unk,['Z99']
869,bod,bod,B,"['A3+', 'Z5']",meddwl,meddwl,B,['X2.1']
870,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",wedi,wedi,U,['Z5']
872,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",bod,bod,B,"['A3+', 'Z5']"
873,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gallu,gallu,E,['X9.1+']
874,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",defnyddio,defnyddio,B,"['A1.5.1', 'S7.1+']"
875,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",ceisio,ceisio,B,"['X8+', 'X2.4', 'Q2.2', 'G2.1', 'A12-']"
876,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",mae,bod,B,"['A3+', 'Z5']"
877,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gellir,gallu,B,['X9.1+']
878,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",ystyried,ystyried,B,"['X2.1', 'X2.4', 'X6']"
879,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
881,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",iwneud,iwneud,unk,['Z99']
882,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",bod,bod,B,"['A3+', 'Z5']"
884,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",Dadwneud,dadwneud,B,"['A1.7-', 'A1.1.1']"
885,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",Chagangwneud,Chagangwneud,E,['Z99']
886,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gallu,gallu,B,['X9.1+']
887,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",lledawgrymu,lledawgrymu,unk,['Z99']
888,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neisneud,neisneud,unk,['Z99']
889,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",treilio,treilio,unk,['Z99']
891,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",iwneud,iwneud,unk,['Z99']
892,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",bod,bod,B,"['A3+', 'Z5']"
894,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",Dadwneud,dadwneud,B,"['A1.7-', 'A1.1.1']"
895,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",Chagangwneud,Chagangwneud,E,['Z99']
896,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gallu,gallu,B,['X9.1+']
897,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",lledawgrymu,lledawgrymu,unk,['Z99']
898,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neisneud,neisneud,unk,['Z99']
899,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",treilio,treilio,unk,['Z99']
901,mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",ymlaen,ymlaen,Adf,"['M6', 'A1.1.1']"
902,mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",heibio,heibio,Ar,['M6']
