,Gair,lemma,tag,pymusas,synset,lemma.1,tag.1,pymusas_1
297,gwybodaeth,gwybodaeth,E,"['X2.2+', 'S3.2/B1%']",CymdeithasolGwybodaeth,CymdeithasolGwybodaeth,E,['Z99']
298,gwybodaeth,gwybodaeth,E,"['X2.2+', 'S3.2/B1%']",gwybodaet,gwybodaet,unk,['Z99']
299,gwybodaeth,gwybodaeth,E,"['X2.2+', 'S3.2/B1%']",gwbodaeth,gwbodaeth,unk,['Z99']
302,cyfle,cyfle,E,['A1.4'],roi,rhoi,B,"['A9-', 'A1.1.1']"
303,cyfle,cyfle,E,['A1.4'],rhoi,rhoi,B,"['A9-', 'A1.1.1']"
305,cyfle,cyfle,E,['A1.4'],cyfleon,cyfleu | cyfleu | cyfle,B | B | E,['A1.4']
306,cyfle,cyfle,E,['A1.4'],cyfleodd,cyfleu,B,['Q1.1']
307,cyfle,cyfle,E,['A1.4'],cynnig,cynnig,E,"['Q2.2', 'X7+', 'S3.2/Q2.2']"
309,cyfle,cyfle,E,['A1.4'],gyfleodd,cyfleu,B,"['Q2.1', 'M2']"
311,hanes,hanes,E,"['T1.1.1', 'P1/T1.1.1', 'Q2.1', 'B2']",iflvHanes,iflvHanes,unk,['Z99']
312,hanes,hanes,E,"['T1.1.1', 'P1/T1.1.1', 'Q2.1', 'B2']",Ffughanes,Ffughanes,E,['Z99']
313,hanes,hanes,E,"['T1.1.1', 'P1/T1.1.1', 'Q2.1', 'B2']",rhaghanes,rhaghanes,unk,['Z99']
314,hanes,hanes,E,"['T1.1.1', 'P1/T1.1.1', 'Q2.1', 'B2']",Tepehuanes,Tepehuanes,E,['Z99']
315,hanes,hanes,E,"['T1.1.1', 'P1/T1.1.1', 'Q2.1', 'B2']",Rhaghanes,Rhaghanes,E,['Z99']
316,hanes,hanes,E,"['T1.1.1', 'P1/T1.1.1', 'Q2.1', 'B2']",HHanes,HHanes,E,['Z99']
317,hanes,hanes,E,"['T1.1.1', 'P1/T1.1.1', 'Q2.1', 'B2']",raghanes,raghanes,unk,['Z99']
318,hanes,hanes,E,"['T1.1.1', 'P1/T1.1.1', 'Q2.1', 'B2']",Demophanes,Demophanes,E,['Z99']
319,hanes,hanes,E,"['T1.1.1', 'P1/T1.1.1', 'Q2.1', 'B2']",phrotohanes,phrotohanes,unk,['Z99']
320,hyd,hyd,E,"['N3.7', 'T1.3', 'M4']",oed,oed,E,"['T3++', 'T3']"
321,hyd,hyd,E,"['N3.7', 'T1.3', 'M4']",nes,agos,Ans,['N3.3--']
322,hyd,hyd,E,"['N3.7', 'T1.3', 'M4']",ddod,dod,B,"['M1', 'N3.1', 'A2.2', 'A3+', 'X2.1', 'A9+', 'S4', 'N4', 'S3.2']"
324,hyd,hyd,E,"['N3.7', 'T1.3', 'M4']",farwolaeth,marwolaeth,E,['L1-']
325,hyd,hyd,E,"['N3.7', 'T1.3', 'M4']",tan,tan,Ar,['Z5']
326,hyd,hyd,E,"['N3.7', 'T1.3', 'M4']",dyddiadmarw,dyddiadmarw,unk,['Z99']
327,hyd,hyd,E,"['N3.7', 'T1.3', 'M4']",tua,tua,Ar,['Z5']
328,hyd,hyd,E,"['N3.7', 'T1.3', 'M4']",rhwng,rhwng,Ar,['Z5']
329,hyd,hyd,E,"['N3.7', 'T1.3', 'M4']",heddiw,heddiw,Adf,['T1.1.2']
330,llun,llun,E,"['X2.1', 'C1']",lesbardd,lesbardd,unk,['Z99']
332,llun,llun,E,"['X2.1', 'C1']",pinacinc,pinacinc,unk,['Z99']
333,llun,llun,E,"['X2.1', 'C1']",ffotograff,ffotograff,E,['C1']
335,llun,llun,E,"['X2.1', 'C1']",gledrffon,gledrffon,unk,['Z99']
336,llun,llun,E,"['X2.1', 'C1']",jowstiwr,jowstiwr,unk,['Z99']
337,llun,llun,E,"['X2.1', 'C1']",Ffoto,ffoto,E,['C1']
338,llun,llun,E,"['X2.1', 'C1']",hunlun,hunlun,unk,['Z99']
339,llun,llun,E,"['X2.1', 'C1']",sepia,sepia,unk,['Z99']
340,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",306067,306067,Gw,['Z99']
341,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",krash,krash,unk,['Z99']
342,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",geni,geni,B,['Z99']
343,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",Canandaigua,Canandaigua,E,['Z99']
344,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",marw,marw,Ans,"['A13.3', 'A4.2+']"
345,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",Makati,Makati,E,['Z99']
346,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",landowner,landowner,unk,['Z99']
347,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",Nyorobi,Nyorobi,E,['Z99']
348,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",cychwyn,cychwyn,B,['E3-']
349,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",Muralto,Muralto,E,['Z99']
350,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",306067,306067,Gw,['Z99']
351,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",krash,krash,unk,['Z99']
352,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",geni,geni,B,['Z99']
353,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",Canandaigua,Canandaigua,E,['Z99']
354,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",marw,marw,Ans,"['A13.3', 'A4.2+']"
355,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",Makati,Makati,E,['Z99']
356,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",landowner,landowner,unk,['Z99']
357,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",Nyorobi,Nyorobi,E,['Z99']
358,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",cychwyn,cychwyn,B,['E3-']
359,man,man,E,"['M2', 'X2.2+', 'I3.1', 'Q2.2']",Muralto,Muralto,E,['Z99']
361,diwrnod,diwrnod,E,['T1.3'],10niwrnod,10niwrnod,unk,['Z99']
362,diwrnod,diwrnod,E,['T1.3'],15Diwrnod,15Diwrnod,unk,['Z99']
363,diwrnod,diwrnod,E,['T1.3'],dwrnod,dwrnod,unk,['Z99']
364,diwrnod,diwrnod,E,['T1.3'],2016Diwrnod,2016Diwrnod,unk,['Z99']
365,diwrnod,diwrnod,E,['T1.3'],2017Diwrnod,2017Diwrnod,unk,['Z99']
366,diwrnod,diwrnod,E,['T1.3'],11Diwrnod,11Diwrnod,unk,['Z99']
367,diwrnod,diwrnod,E,['T1.3'],2015Diwrnod,2015Diwrnod,unk,['Z99']
368,diwrnod,diwrnod,E,['T1.3'],wythnos,wythnos,E,['T1.3']
369,diwrnod,diwrnod,E,['T1.3'],FREEDiwrnod,FREEDiwrnod,E,['Z99']
370,rhyw,rhyw,E,['L2'],fath,bath | math,E | E,['Z99']
372,rhyw,rhyw,E,['L2'],Slang,Slang,E,['Z99']
373,rhyw,rhyw,E,['L2'],ddyheu,dyheu,B,['Z99']
374,rhyw,rhyw,E,['L2'],rhefrol,rhefrol,unk,['Z99']
375,rhyw,rhyw,E,['L2'],Rhywedd,Rhywedd,E,['Z99']
377,rhyw,rhyw,E,['L2'],Seiberhyw,Seiberhyw,E,['Z99']
378,rhyw,rhyw,E,['L2'],gyplysid,cyplysu,B,['N5+']
379,rhyw,rhyw,E,['L2'],Creampie,Creampie,E,['Z99']
380,rhyw,rhyw,E,['L2'],fath,bath | math,E | E,['Z99']
382,rhyw,rhyw,E,['L2'],Slang,Slang,E,['Z99']
383,rhyw,rhyw,E,['L2'],ddyheu,dyheu,B,['Z99']
384,rhyw,rhyw,E,['L2'],rhefrol,rhefrol,unk,['Z99']
385,rhyw,rhyw,E,['L2'],Rhywedd,Rhywedd,E,['Z99']
387,rhyw,rhyw,E,['L2'],Seiberhyw,Seiberhyw,E,['Z99']
388,rhyw,rhyw,E,['L2'],gyplysid,cyplysu,B,['N5+']
389,rhyw,rhyw,E,['L2'],Creampie,Creampie,E,['Z99']
392,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",rgwasanaeth,rgwasanaeth,unk,['Z99']
393,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",hunanwasanaeth,hunanwasanaeth,unk,['Z99']
397,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",7Gwasanaeth,7Gwasanaeth,unk,['Z99']
398,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",gwsanaeth,gwsanaeth,unk,['Z99']
399,gwasanaeth,gwasanaeth,E,"['A1.1.1', 'S8+']",darparu,darparu,B,"['A9-', 'S6+']"
400,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",gwladGwlad,gwladGwlad,unk,['Z99']
401,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",gwladY,gwladY,unk,['Z99']
402,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",Alias,Alias,E,['Z99']
404,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",cefn,cefn,E,"['S8+', 'K5.1/I1', 'M1', 'M6', 'K2']"
405,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",eginwlad,eginwlad,unk,['Z99']
406,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",1648195,1648195,Gw,['Z99']
407,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",nghefn,cefn,E,"['S8+', 'K5.1/I1', 'M1', 'M6', 'K2']"
408,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",gwlado,gwlado,unk,['Z99']
409,gwlad,gwlad,E,"['G1.1c', 'W3', 'F4/M7']",sawl,sawl,Ans,['N5']
410,cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']",ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']"
411,cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']",ycyfnod,ycyfnod,unk,['Z99']
413,cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']",Jurasig,Jurasig,E,['Z99']
415,cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']",Kosen,Kosen,E,['Z99']
416,cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']",hwn,hwn,Rha,['A13.3']
417,cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']",hanes,hanes,E,"['T1.1.1', 'P1/T1.1.1', 'Q2.1', 'B2']"
418,cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']",cogfnod,cogfnod,unk,['Z99']
419,cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']",cynhanes,cynhanes,unk,['Z99']
421,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",bobdydd,bobdydd,unk,['Z99']
422,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",hanes,hanes,E,"['T1.1.1', 'P1/T1.1.1', 'Q2.1', 'B2']"
423,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",byw,byw,B,"['H4', 'L1+', 'A3']"
424,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",nghylchred,cylchred,E,"['M3', 'N6']"
425,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",Ilonydd,Ilonydd,E,['Z99']
426,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']"
427,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",gwyllt,gwyllt,Ans,"['E3-', 'X5.2+', 'A1.7-']"
428,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",chwaliad,chwaliad,unk,['Z99']
429,bywyd,bywyd,E,"['L1+', 'A3+', 'T1.3', 'S1.1.1', 'A1.1.1', 'X5.2+', 'Q4.1', 'A11.1+++', 'A5.4+/C1']",ddifywyd,ddifywyd,unk,['Z99']
430,cig,cig,E,"['F1', 'A4.2+']",eidion,eidion,E,['L2mn']
432,cig,cig,E,"['F1', 'A4.2+']",phasteiod,phasteiod,unk,['Z99']
433,cig,cig,E,"['F1', 'A4.2+']",Kighafarz,Kighafarz,E,['Z99']
434,cig,cig,E,"['F1', 'A4.2+']",carcas,carcas,unk,['Z99']
435,cig,cig,E,"['F1', 'A4.2+']",bîff,bîff,unk,['Z99']
436,cig,cig,E,"['F1', 'A4.2+']",rostio,rhostio,B,"['F1', 'O4.6+']"
437,cig,cig,E,"['F1', 'A4.2+']",porc,porc,unk,['Z99']
438,cig,cig,E,"['F1', 'A4.2+']",carcasau,carcasau,unk,['Z99']
440,nifer,nifer,E,['N5'],llawer,llawer,unk,['N5+']
441,nifer,nifer,E,['N5'],rhai,rhai,unk,['A13.5']
442,nifer,nifer,E,['N5'],Ceirnifer,Ceirnifer,E,['Z99']
443,nifer,nifer,E,['N5'],fawr,mawr,Ans,['N3.2+']
444,nifer,nifer,E,['N5'],sylweddol,sylweddol,Ans,"['N3.2+', 'O4.1%']"
445,nifer,nifer,E,['N5'],cynnifer,cynnifer,unk,['Z99']
446,nifer,nifer,E,['N5'],mewn,mewn,Ar,['Z5']
447,nifer,nifer,E,['N5'],amryw,amryw,unk,['N5']
448,nifer,nifer,E,['N5'],gwahanol,gwahanol,Ans,['A6.1-']
449,nifer,nifer,E,['N5'],rhan,rhan,E,"['A10+', 'B4', 'S3.1-']"
451,gwefan,gwefan,E,['Y2'],gwefanorg,gwefanorg,unk,['Z99']
452,gwefan,gwefan,E,['Y2'],gwefanorg,gwefanorg,unk,['Z99']
453,gwefan,gwefan,E,['Y2'],Khouribganet,Khouribganet,E,['Z99']
454,gwefan,gwefan,E,['Y2'],aledinfo,aledinfo,unk,['Z99']
455,gwefan,gwefan,E,['Y2'],ŠkodaAutocom,ŠkodaAutocom,E,['Z99']
456,gwefan,gwefan,E,['Y2'],SkodaAutocom,SkodaAutocom,E,['Z99']
457,gwefan,gwefan,E,['Y2'],Kelibianet,Kelibianet,E,['Z99']
458,gwefan,gwefan,E,['Y2'],ictfccom,ictfccom,unk,['Z99']
459,gwefan,gwefan,E,['Y2'],mcmaboncom,mcmaboncom,unk,['Z99']
460,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",cyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']"
461,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",ddiwedd,diwedd,E,['T2-']
462,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",Rhyfel,rhyfel,E,"['G3', 'S7.3']"
463,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",flwyddyn,blwyddyn,E,"['T1.3', 'P1c']"
464,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",dros,tros,Ar,['Z5']
465,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",gyfnod,cyfnod,E,"['T1.3', 'B1', 'Q3', 'P1/T1.3']"
466,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",diwedd,diwedd,E,['T2-']
467,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",ddechrau,dechrau,E,['T2+']
468,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",cynnar20002001,cynnar20002001,unk,['Z99']
469,ystod,ystod,E,"['A1.8+', 'T1.3', 'N3.3', 'N3.7']",dechrau,dechrau,E,['T2+']
470,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",Dutrizac,Dutrizac,E,['Z99']
471,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",Newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']"
472,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",Tagesschau,Tagesschau,E,['Z99']
473,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",NewyddionNewyddion,NewyddionNewyddion,E,['Z99']
474,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",11Newyddion,11Newyddion,unk,['Z99']
475,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",BBCNewyddion,BBCNewyddion,E,['Z99']
476,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",Darllenyddion,darllenydd,E,"['Q4.1/S2mf', 'Q4.2/S2mf', 'P1/S2mf', 'Q4.1']"
477,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",2016Newyddion,2016Newyddion,unk,['Z99']
478,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",gyfleNewyddion,gyfleNewyddion,unk,['Z99']
479,newyddion,,E,"['X2.2+/T3-', 'X2.2+/Q4.2', 'X2.2+/Q4.3']",NewyddionY,NewyddionY,E,['Z99']
480,wythnos,wythnos,E,['T1.3'],wythnose,wythnose,unk,['Z99']
481,wythnos,wythnos,E,['T1.3'],wythnosYr,wythnosYr,unk,['Z99']
482,wythnos,wythnos,E,['T1.3'],wythnosMae,wythnosMae,unk,['Z99']
483,wythnos,wythnos,E,['T1.3'],Hirgwsg,Hirgwsg,E,['Z99']
484,wythnos,wythnos,E,['T1.3'],Kythnos,Kythnos,E,['Z99']
485,wythnos,wythnos,E,['T1.3'],15wythnos,15wythnos,unk,['Z99']
486,wythnos,wythnos,E,['T1.3'],diwrnod,diwrnod,E,['T1.3']
487,wythnos,wythnos,E,['T1.3'],mis,mis,E,['T1.3']
488,wythnos,wythnos,E,['T1.3'],2017Wythnos,2017Wythnos,unk,['Z99']
489,wythnos,wythnos,E,['T1.3'],wthnos,wthnos,unk,['Z99']
491,teulu,teulu,E,"['S4c', 'A4.1c']",aelodau,aelod,E,"['S5+/S2mf', 'B1']"
492,teulu,teulu,E,"['S4c', 'A4.1c']",eraill,arall,Ans,['A6.1-/Z8']
493,teulu,teulu,E,"['S4c', 'A4.1c']",perthyn,perthyn,E,"['S4mf', 'Q3%']"
494,teulu,teulu,E,"['S4c', 'A4.1c']",Numidinae,Numidinae,E,['Z99']
495,teulu,teulu,E,"['S4c', 'A4.1c']",Megapodiae,Megapodiae,E,['Z99']
496,teulu,teulu,E,"['S4c', 'A4.1c']",feddygteulu,feddygteulu,unk,['Z99']
497,teulu,teulu,E,"['S4c', 'A4.1c']",Ciconiidae,Ciconiidae,E,['Z99']
498,teulu,teulu,E,"['S4c', 'A4.1c']",12123,12123,Gw,['Z99']
499,teulu,teulu,E,"['S4c', 'A4.1c']",Pieridae,Pieridae,E,['Z99']
503,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",cwmniau,cwmniau,unk,['Z99']
504,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",hedían,hedían,unk,['Z99']
505,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",Touchpaper,Touchpaper,E,['Z99']
506,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",Gemalto,Gemalto,E,['Z99']
507,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",Esso,Esso,E,['Z99']
508,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",Summy,Summy,E,['Z99']
509,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",cyngwmni,cyngwmni,unk,['Z99']
513,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",cwmniau,cwmniau,unk,['Z99']
514,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",hedían,hedían,unk,['Z99']
515,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",Touchpaper,Touchpaper,E,['Z99']
516,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",Gemalto,Gemalto,E,['Z99']
517,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",Esso,Esso,E,['Z99']
518,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",Summy,Summy,E,['Z99']
519,cwmni,cwmni,E,"['I2.1/S5+c', 'S5+c', 'G3/S5+c', 'S3.1', 'K4/S5+c']",cyngwmni,cyngwmni,unk,['Z99']
520,meddwl,meddwl,B,['X2.1'],meddwlYn,meddwlYn,unk,['Z99']
521,meddwl,meddwl,E,['X2.1'],meddwlMae,meddwlMae,unk,['Z99']
522,meddwl,meddwl,B,['X2.1'],dwi,bod,B,"['A3+', 'Z5']"
524,meddwl,meddwl,B,['X2.1'],bod,bod,B,"['A3+', 'Z5']"
525,meddwl,meddwl,E,['X2.1'],meddwlAngen,meddwlAngen,unk,['Z99']
526,meddwl,meddwl,B,['X2.1'],meddwlOes,meddwlOes,unk,['Z99']
527,meddwl,meddwl,E,['X2.1'],Dwi,bod,B,"['A3+', 'Z5']"
528,meddwl,meddwl,B,['X2.1'],gwybod,gwybod,B,"['X2.2+', 'S3.2/B1%']"
529,meddwl,meddwl,E,['X2.1'],teimlon,teimlo | teimlo,B | B,"['X2.1', 'E1', 'X3']"
530,meddwl,meddwl,B,['X2.1'],meddwlYn,meddwlYn,unk,['Z99']
531,meddwl,meddwl,E,['X2.1'],meddwlMae,meddwlMae,unk,['Z99']
532,meddwl,meddwl,B,['X2.1'],dwi,bod,B,"['A3+', 'Z5']"
534,meddwl,meddwl,B,['X2.1'],bod,bod,B,"['A3+', 'Z5']"
535,meddwl,meddwl,E,['X2.1'],meddwlAngen,meddwlAngen,unk,['Z99']
536,meddwl,meddwl,B,['X2.1'],meddwlOes,meddwlOes,unk,['Z99']
537,meddwl,meddwl,E,['X2.1'],Dwi,bod,B,"['A3+', 'Z5']"
538,meddwl,meddwl,B,['X2.1'],gwybod,gwybod,B,"['X2.2+', 'S3.2/B1%']"
539,meddwl,meddwl,E,['X2.1'],teimlon,teimlo | teimlo,B | B,"['X2.1', 'E1', 'X3']"
540,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",adeg,adeg,E,"['X7+/T1', 'N3.1/T1']"
541,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",hwnw,hwnw,unk,['Z99']
542,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",prydnawn,prydnawn,unk,['Z99']
543,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",Ond,ond,Cys,['Z5']
544,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",oedd,bod,B,"['A3+', 'Z5']"
545,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",union,union,Ans,['A9+']
546,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",phryd,pryd | pryd,E | Rha,['Z99']
547,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",hynny,hwnnw,Rha,"['A13.3', 'A6.1+']"
548,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",prydnawn,prydnawn,unk,['Z99']
549,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",felly,felly,Adf,"['Z5', 'A13.3']"
550,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",adeg,adeg,E,"['X7+/T1', 'N3.1/T1']"
551,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",hwnw,hwnw,unk,['Z99']
552,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",prydnawn,prydnawn,unk,['Z99']
553,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",Ond,ond,Cys,['Z5']
554,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",oedd,bod,B,"['A3+', 'Z5']"
555,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",union,union,Ans,['A9+']
556,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",phryd,pryd | pryd,E | Rha,['Z99']
557,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",hynny,hwnnw,Rha,"['A13.3', 'A6.1+']"
558,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",prydnawn,prydnawn,unk,['Z99']
559,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",felly,felly,Adf,"['Z5', 'A13.3']"
560,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",adeg,adeg,E,"['X7+/T1', 'N3.1/T1']"
561,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",hwnw,hwnw,unk,['Z99']
562,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",prydnawn,prydnawn,unk,['Z99']
563,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",Ond,ond,Cys,['Z5']
564,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",oedd,bod,B,"['A3+', 'Z5']"
565,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",union,union,Ans,['A9+']
566,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",phryd,pryd | pryd,E | Rha,['Z99']
567,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",hynny,hwnnw,Rha,"['A13.3', 'A6.1+']"
568,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",prydnawn,prydnawn,unk,['Z99']
569,pryd,pryd,E,"['X7+/T1', 'N3.1/T1']",felly,felly,Adf,"['Z5', 'A13.3']"
570,arian,arian,E,['I1'],Gourde,Gourde,E,['Z99']
571,arian,arian,E,['I1'],Rupiah,Rupiah,E,['Z99']
572,arian,arian,E,['I1'],Riyal,Riyal,E,['Z99']
573,arian,arian,E,['I1'],cyfred,cyfro,B,"['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']"
