Gair,lemma,tag,pymusas,synset,lemma,tag,pymusas_1
cyfaill,cyfaill,E,['S3.2'],Chyfaill,cyfaill,E,['S3.2']
cyfaill,cyfaill,E,['S3.2'],gyfaill,cyfaill,E,['S3.2']
cyfaill,cyfaill,E,['S3.2'],Gyfaill,cyfaill,E,['S3.2']
cyfaill,cyfaill,E,['S3.2'],gfaill,gfaill,unk,['Z99']
cyfaill,cyfaill,E,['S3.2'],nghyfaill,cyfaill,E,['S3.2']
cyfaill,cyfaill,E,['S3.2'],Cyfaill,cyfaill,E,['S3.2']
cyfaill,cyfaill,E,['S3.2'],gyffaill,gyffaill,unk,['Z99']
cyfaill,cyfaill,E,['S3.2'],Digyfaill,Digyfaill,E,['Z99']
priodas,priodas,E,['S4'],priodasfab,priodasfab,unk,['Z99']
priodas,priodas,E,['S4'],priodasferch,priodasferch,unk,['Z99']
priodas,priodas,E,['S4'],torpriodas,torpriodas,unk,['Z99']
priodas,priodas,E,['S4'],amlbriodas,amlbriodas,unk,['Z99']
priodas,priodas,E,['S4'],mhriodas,priodas,E,['S4']
priodas,priodas,E,['S4'],priodasau,priodas,E,['S4']
priodas,priodas,E,['S4'],briodas,priodas,E,['S4']
priodas,priodas,E,['S4'],priodasol,priodasol,Ans,['S4']
priodas,priodas,E,['S4'],priodasont,priodasont,unk,['Z99']
priodas,priodas,E,['S4'],Svatební,Svatební,E,['Z99']
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwr1,brwydrwr1,unk,['Z99']
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",frwydr,brwydr,E,"['X8+', 'G3', 'E3-']"
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydri,brwydro,B,"['S8-', 'X8+', 'E3-', 'G1.2']"
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",Kurukshetra,Kurukshetra,E,['Z99']
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwr,brwydrwr,unk,['Z99']
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydra,brwydro | brwydro,B | B,"['S8-', 'X8+', 'E3-', 'G1.2']"
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwr3,brwydrwr3,unk,['Z99']
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydyr,brwydyr,unk,['Z99']
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwyr,brwydrwyr,unk,['Z99']
brwydr,brwydr,E,"['X8+', 'G3', 'E3-']",brwydrwr2,brwydrwr2,unk,['Z99']
pwll,pwll,E,['S1.1.2+'],bwll,pwll,E,['S1.1.2+']
pwll,pwll,E,['S1.1.2+'],Dymbel,Dymbel,E,['Z99']
pwll,pwll,E,['S1.1.2+'],mignen,migno,B,"['E3-', 'S7.1+']"
pwll,pwll,E,['S1.1.2+'],pwllau,pwllau,unk,['Z99']
pwll,pwll,E,['S1.1.2+'],bribwll,bribwll,unk,['Z99']
pwll,pwll,E,['S1.1.2+'],linn,linn,unk,['Z99']
pwll,pwll,E,['S1.1.2+'],mhwll,pwll,E,['S1.1.2+']
pwll,pwll,E,['S1.1.2+'],phwll,pwll,E,['S1.1.2+']
pwll,pwll,E,['S1.1.2+'],nofioPanel,nofioPanel,unk,['Z99']
pwll,pwll,E,['S1.1.2+'],tywo,tywo,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",τράπεζα,τράπεζα,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",banciau,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",bancia,bancio | bancio,B | B,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",Barclays,Barclays,E,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",Banc,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cyfriflen,cyfriflen,E,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",fanc,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",fanciau,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cynilo,cynilo,B,"['I1.1', 'B3', 'A9+', 'S8+', 'A1.9', 'K5.1', 'S9']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",banchiere,banchiere,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",τράπεζα,τράπεζα,unk,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",banciau,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",bancia,bancio | bancio,B | B,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",Barclays,Barclays,E,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",Banc,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cyfriflen,cyfriflen,E,['Z99']
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",fanc,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",fanciau,banc,E,"['I1.1', 'X2.6+', 'M1']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cynilo,cynilo,B,"['I1.1', 'B3', 'A9+', 'S8+', 'A1.9', 'K5.1', 'S9']"
banc,banc,E,"['I1.1', 'X2.6+', 'M1']",banchiere,banchiere,unk,['Z99']
gorfod,gorfod,B,['Z99'],gorfodd,gorfodd,unk,['Z99']
gorfod,gorfod,B,['Z99'],gorfodont,gorfodi,B,['S6+']
gorfod,gorfod,B,['Z99'],orfod,gorfod,B,['Z99']
gorfod,gorfod,B,['Z99'],Gorfod,gorfod,B,['Z99']
gorfod,gorfod,B,['Z99'],cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
gorfod,gorfod,B,['Z99'],gorfodi,gorfodi,B,"['S7.1+', 'A1.1.1', 'E3-']"
gorfod,gorfod,B,['Z99'],wedi,wedi,U,['Z5']
gorfod,gorfod,B,['Z99'],gorfodai,gorfodi,B,['S6+']
gorfod,gorfod,B,['Z99'],dihafarch,dihafarch,unk,['Z99']
gorfod,gorfod,B,['Z99'],gorfodir,gorfodi,B,['S6+']
gorfod,gorfod,B,['Z99'],gorfodd,gorfodd,unk,['Z99']
gorfod,gorfod,B,['Z99'],gorfodont,gorfodi,B,['S6+']
gorfod,gorfod,B,['Z99'],orfod,gorfod,B,['Z99']
gorfod,gorfod,B,['Z99'],Gorfod,gorfod,B,['Z99']
gorfod,gorfod,B,['Z99'],cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
gorfod,gorfod,B,['Z99'],gorfodi,gorfodi,B,"['S7.1+', 'A1.1.1', 'E3-']"
gorfod,gorfod,B,['Z99'],wedi,wedi,U,['Z5']
gorfod,gorfod,B,['Z99'],gorfodai,gorfodi,B,['S6+']
gorfod,gorfod,B,['Z99'],dihafarch,dihafarch,unk,['Z99']
gorfod,gorfod,B,['Z99'],gorfodir,gorfodi,B,['S6+']
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",teimladol,teimladol,unk,['Z99']
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",Teimlad,teimlad,E,"['X2.1', 'E1', 'X3']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",dideimlad,dideimlad,unk,['Z99']
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",deimlad,teimlad,E,"['X2.1', 'E1', 'X3']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",ddideimlad,ddideimlad,unk,['Z99']
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",Dideimlad,Dideimlad,E,['Z99']
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",Ymdeimlad,ymdeimlad,E,"['X3', 'X5.2+']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",teimlant,teimlo,B,"['X2.1', 'E1', 'X3']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",theimlad,teimlad,E,"['X2.1', 'E1', 'X3']"
teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",teimlem,teimlo,B,"['X2.1', 'E1', 'X3']"
heol,heol,E,"['M3', 'X4.2']",heolydd,heol,E,"['M3', 'X4.2']"
heol,heol,E,"['M3', 'X4.2']",deheol,deheol,unk,['Z99']
heol,heol,E,"['M3', 'X4.2']",A4067,A4067,E,['Z99']
heol,heol,E,"['M3', 'X4.2']",cylchfan,cylchfan | cylchfan,E | E,"['K6', 'M3']"
heol,heol,E,"['M3', 'X4.2']",SO2500,SO2500,E,['Z99']
heol,heol,E,"['M3', 'X4.2']",A4055,A4055,E,['Z99']
heol,heol,E,"['M3', 'X4.2']",unffordd,unffordd,unk,['Z99']
heol,heol,E,"['M3', 'X4.2']",A44,A44,E,['Z99']
heol,heol,E,"['M3', 'X4.2']",Fysus,bysus,E,['M3']
heol,heol,E,"['M3', 'X4.2']",Glyngoleu,Glyngoleu,E,['Z99']
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",ddegpennod,ddegpennod,unk,['Z99']
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",bennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']"
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodol,pennodol,unk,['Z99']
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodau,pennodau,unk,['Z99']
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",phennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']"
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodd,pennu,B,"['A2.2', 'A7+', 'X6+']"
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",Bennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']"
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",Tayper,Tayper,E,['Z99']
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",mhennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']"
pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",undegtair,undegtair,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",diegwyddor,diegwyddor,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",ddiegwyddor,ddiegwyddor,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",diegwyddor,diegwyddor,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",Egwyddor,egwyddor,E,"['X4.1', 'G2.2+']"
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddorol,egwyddorol,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddoriol,egwyddoriol,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",archebiant,archebiant,unk,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddorion,egwyddor,E,"['G2.2', 'X4.1']"
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",Archebiant,Archebiant,E,['Z99']
egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",hegwyddorion,egwyddor,E,"['X4.1', 'G2.2+']"
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",helusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']"
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusenElusen,elusenElusen,unk,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusenau,elusenau,unk,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",Elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']"
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusennau,elusen,E,['S8+/S5+']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",Zakât,Zakât,E,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusenol,elusenol,unk,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusendy,elusendy,unk,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusennauMae,elusennauMae,unk,['Z99']
elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusengar,elusengar,unk,['Z99']
maint,maint,E,"['N3.2', 'N3.1']",265px,265px,unk,['Z99']
maint,maint,E,"['N3.2', 'N3.1']",Amrwyia,Amrwyia,E,['Z99']
maint,maint,E,"['N3.2', 'N3.1']",maintcanolig,maintcanolig,unk,['Z99']
maint,maint,E,"['N3.2', 'N3.1']",280px,280px,unk,['Z99']
maint,maint,E,"['N3.2', 'N3.1']",maintoli,maintoli,unk,['Z99']
maint,maint,E,"['N3.2', 'N3.1']",1445079,1445079,Gw,['Z99']
maint,maint,E,"['N3.2', 'N3.1']",230140,230140,Gw,['Z99']
maint,maint,E,"['N3.2', 'N3.1']",ran,rhan,E,"['A10+', 'B4', 'S3.1-']"
maint,maint,E,"['N3.2', 'N3.1']",typhae,typhae,unk,['Z99']
maint,maint,E,"['N3.2', 'N3.1']",225px,225px,unk,['Z99']
tafarn,tafarn,E,['F2/H1c'],tafarndy,tafarndy,unk,['Z99']
tafarn,tafarn,E,['F2/H1c'],roctafarn,roctafarn,unk,['Z99']
tafarn,tafarn,E,['F2/H1c'],nhafarn,tafarn,E,['F2/H1c']
tafarn,tafarn,E,['F2/H1c'],Thafarn,tafarn,E,['F2/H1c']
tafarn,tafarn,E,['F2/H1c'],tafarnai,tafarnai,unk,['Z99']
tafarn,tafarn,E,['F2/H1c'],dafarn,tafarn,E,['F2/H1c']
tafarn,tafarn,E,['F2/H1c'],Nhafarn,tafarn,E,['F2/H1c']
tafarn,tafarn,E,['F2/H1c'],thafarn,tafarn,E,['F2/H1c']
tafarn,tafarn,E,['F2/H1c'],Cŵps,Cŵps,E,['Z99']
tafarn,tafarn,E,['F2/H1c'],Tafarn,tafarn,E,['F2/H1c']
nodwedd,nodwedd,E,['A10+'],hannernodwedd,hannernodwedd,unk,['Z99']
nodwedd,nodwedd,E,['A10+'],Nodwedd,nodwedd,E,['A10+']
nodwedd,nodwedd,E,['A10+'],hynodwedd,hynodwedd,unk,['Z99']
nodwedd,nodwedd,E,['A10+'],nodwedda,nodweddu | nodweddu,B | B,"['A4.1', 'Q2.2']"
nodwedd,nodwedd,E,['A10+'],nodweddol,nodweddol,unk,['Z99']
nodwedd,nodwedd,E,['A10+'],ddwedd,ddwedd,unk,['Z99']
nodwedd,nodwedd,E,['A10+'],hynodweddol,hynodweddol,unk,['Z99']
nodwedd,nodwedd,E,['A10+'],nodweddau,nodweddau,unk,['Z99']
nodwedd,nodwedd,E,['A10+'],nodweddai,nodweddu,B,"['A4.1', 'Q2.2']"
nodwedd,nodwedd,E,['A10+'],stigmata,stigmata,unk,['Z99']
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",Nghomisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",chomisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",digomisiwn,digomisiwn,unk,['Z99']
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",gomisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comissiwn,comissiwn,unk,['Z99']
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",Chomisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynau,comisiwn,E,"['A1.1.1', 'I1.1/I2.2', 'G1.1', 'G3/S7.1+']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",Comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",Gomisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']"
comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynwyr,comisiynwr,E,['Z99']
bod,bod,B,"['A3+', 'Z5']",fod,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
bod,bod,B,"['A3+', 'Z5']",cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
bod,bod,B,"['A3+', 'Z5']",mae,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",gallu,gallu,E,['X9.1+']
bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
bod,bod,B,"['A3+', 'Z5']",gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
bod,bod,B,"['A3+', 'Z5']",credu,credu,B,"['X2.1', 'S9%']"
bod,bod,B,"['A3+', 'Z5']",dyladwadu,dyladwadu,unk,['Z99']
bod,bod,B,"['A3+', 'Z5']",meddwl,meddwl,B,['X2.1']
bod,bod,B,"['A3+', 'Z5']",fod,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
bod,bod,B,"['A3+', 'Z5']",cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
bod,bod,B,"['A3+', 'Z5']",mae,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",gallu,gallu,E,['X9.1+']
bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
bod,bod,B,"['A3+', 'Z5']",gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
bod,bod,B,"['A3+', 'Z5']",credu,credu,B,"['X2.1', 'S9%']"
bod,bod,B,"['A3+', 'Z5']",dyladwadu,dyladwadu,unk,['Z99']
bod,bod,B,"['A3+', 'Z5']",meddwl,meddwl,B,['X2.1']
bod,bod,B,"['A3+', 'Z5']",fod,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
bod,bod,B,"['A3+', 'Z5']",cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
bod,bod,B,"['A3+', 'Z5']",mae,bod,B,"['A3+', 'Z5']"
bod,bod,B,"['A3+', 'Z5']",gallu,gallu,E,['X9.1+']
bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
bod,bod,B,"['A3+', 'Z5']",gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
bod,bod,B,"['A3+', 'Z5']",credu,credu,B,"['X2.1', 'S9%']"
bod,bod,B,"['A3+', 'Z5']",dyladwadu,dyladwadu,unk,['Z99']
bod,bod,B,"['A3+', 'Z5']",meddwl,meddwl,B,['X2.1']
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",wedi,wedi,U,['Z5']
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",bod,bod,B,"['A3+', 'Z5']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gallu,gallu,E,['X9.1+']
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",defnyddio,defnyddio,B,"['A1.5.1', 'S7.1+']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",ceisio,ceisio,B,"['X8+', 'X2.4', 'Q2.2', 'G2.1', 'A12-']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",mae,bod,B,"['A3+', 'Z5']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gellir,gallu,B,['X9.1+']
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",ystyried,ystyried,B,"['X2.1', 'X2.4', 'X6']"
cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",wneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",iwneud,iwneud,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",bod,bod,B,"['A3+', 'Z5']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",orwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",Dadwneud,dadwneud,B,"['A1.7-', 'A1.1.1']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",Chagangwneud,Chagangwneud,E,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gallu,gallu,B,['X9.1+']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",lledawgrymu,lledawgrymu,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neisneud,neisneud,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",treilio,treilio,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",wneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",iwneud,iwneud,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",bod,bod,B,"['A3+', 'Z5']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",orwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",Dadwneud,dadwneud,B,"['A1.7-', 'A1.1.1']"
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",Chagangwneud,Chagangwneud,E,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gallu,gallu,B,['X9.1+']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",lledawgrymu,lledawgrymu,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neisneud,neisneud,unk,['Z99']
gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",treilio,treilio,unk,['Z99']
mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",fynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']"
mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",ymlaen,ymlaen,Adf,"['M6', 'A1.1.1']"
mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",heibio,heibio,Ar,['M6']
mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",aeth,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']"
